0	10000	10000	10000	10000	10000	10000	10000	10000	10000	12	10000	66	10000	135	10000	10000	10000	10000	10000	10000	10000	101	76	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	142	10000	10000	78	74	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	128	133	10000	10000	10000	10000	10000	10000	10000	10000	10000	158	10000	10000	10000	10000	10000	10000	86	10000	10000	10000	10000	10000	10000	10000	66	10000	95	45	10000	10000	10000	10000	10000	10000	31	10000	10000	10000	153	152	10000	10000	148	10000	10000	69	10000	10000	
10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	108	179	10000	177	10000	166	121	10000	10000	120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	62	10000	183	10000	163	10000	10000	10000	120	10000	10000	90	10000	10000	10000	10000	10000	10000	183	182	10000	10000	10000	10000	10000	10000	10000	80	192	10000	10000	10000	193	10000	10000	10000	10000	10000	10000	10000	10000	66	10000	187	176	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	87	10000	10000	10000	10000	
10000	10000	0	10000	10000	10000	10000	182	10000	10000	10000	10000	10000	178	10000	147	10000	10000	173	182	10000	10000	10000	10000	117	10000	157	10000	10000	10000	10000	10000	10000	135	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	134	10000	46	176	10000	10000	10000	155	10000	10000	10000	10000	10000	10000	170	10000	10000	10000	10000	10000	10000	31	10000	10000	173	115	10000	10000	10000	154	10000	104	10000	171	10000	75	10000	10000	10000	10000	10000	10000	10000	10000	10000	118	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	0	10000	199	10000	128	10000	10000	10000	204	10000	10000	10000	10000	10000	63	10000	10000	173	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	170	10000	129	91	198	10000	173	10000	10000	10000	10000	191	10000	10000	10000	68	10000	40	10000	10000	122	10000	10000	145	10000	10000	10000	10000	10000	10000	128	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	122	10000	10000	10000	10000	10000	149	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	106	10000	10000	10000	10000	10000	10000	133	10000	10000	10000	
10000	10000	10000	10000	0	199	10000	10000	10000	10000	10000	76	10000	10000	10000	10000	80	175	10000	224	92	10000	218	10000	10000	10000	10000	10000	10000	179	10000	10000	10000	10000	219	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	154	10000	10000	10000	215	163	10000	10000	10000	10000	210	10000	10000	10000	10000	10000	10000	10000	176	10000	10000	10000	149	10000	10000	10000	42	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	207	10000	10000	10000	10000	10000	10000	10000	220	10000	130	173	10000	10000	
10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	95	24	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	100	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	90	10000	10000	10000	10000	10000	10000	10000	10000	10000	75	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	123	10000	10000	10000	10000	10000	10000	106	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	118	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	55	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	114	
10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	46	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	68	10000	10000	10000	10000	10000	10000	10000	29	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	78	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	53	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	88	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	16	10000	10000	10000	47	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	36	10000	10000	10000	10000	60	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	97	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	105	10000	10000	10000	10000	10000	31	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	120	10000	10000	10000	61	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
12	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	10000	53	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	63	10000	10000	32	10000	10000	10000	10000	10000	10000	26	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	
