0	600.0	400.0	20
1	461.0	209.0	20
2	238.0	282.0	20
3	238.0	517.0	20
4	461.0	590.0	20
5	400.0	400.0	5
6	257.0	747.0	5
7	795.0	604.0	5
8	622.0	166.0	5
9	688.0	788.0	5
10	397.0	488.0	5
11	713.0	106.0	5
12	605.0	692.0	5
13	585.0	644.0	5
14	257.0	548.0	5
15	625.0	503.0	5
16	763.0	570.0	5
17	129.0	445.0	5
18	632.0	363.0	5
19	169.0	549.0	5
20	146.0	150.0	5
21	486.0	163.0	5
22	62.0	230.0	5
23	451.0	499.0	5
24	188.0	429.0	5
25	469.0	711.0	5
26	566.0	265.0	5
27	216.0	528.0	5
28	252.0	392.0	5
29	504.0	84.0	5
30	799.0	257.0	5
31	135.0	221.0	5
32	493.0	67.0	5
33	142.0	427.0	5
34	338.0	115.0	5
35	362.0	415.0	5
36	192.0	695.0	5
37	334.0	166.0	5
38	180.0	352.0	5
39	556.0	371.0	5
40	749.0	212.0	5
41	771.0	159.0	5
42	288.0	558.0	5
43	59.0	570.0	5
44	68.0	789.0	5
45	523.0	746.0	5
46	567.0	268.0	5
47	800.0	69.0	5
48	655.0	586.0	5
49	375.0	11.0	5
50	388.0	108.0	5
51	105.0	282.0	5
52	390.0	101.0	5
53	43.0	280.0	5
54	55.0	313.0	5
55	444.0	7.0	5
56	507.0	598.0	5
57	420.0	528.0	5
58	614.0	117.0	5
59	335.0	107.0	5
60	311.0	673.0	5
61	614.0	160.0	5
62	94.0	349.0	5
63	538.0	686.0	5
64	585.0	124.0	5
65	426.0	120.0	5
66	175.0	232.0	5
67	5.0	203.0	5
68	167.0	279.0	5
69	111.0	81.0	5
70	378.0	215.0	5
71	236.0	488.0	5
72	78.0	337.0	5
73	140.0	205.0	5
74	131.0	245.0	5
75	322.0	231.0	5
76	88.0	629.0	5
77	730.0	488.0	5
78	238.0	644.0	5
79	548.0	188.0	5
80	773.0	104.0	5
81	545.0	307.0	5
82	111.0	10.0	5
83	737.0	530.0	5
84	504.0	377.0	5
85	403.0	326.0	5
86	673.0	752.0	5
87	644.0	401.0	5
88	743.0	548.0	5
89	511.0	57.0	5
90	780.0	238.0	5
91	687.0	386.0	5
92	238.0	246.0	5
93	419.0	650.0	5
94	575.0	320.0	5
95	313.0	675.0	5
96	585.0	183.0	5
97	773.0	367.0	5
98	752.0	172.0	5
99	750.0	321.0	5
100	26.0	360.0	5
101	175.0	238.0	5
102	92.0	512.0	5
103	117.0	759.0	5
104	585.0	479.0	5
105	165.0	306.0	5
106	144.0	725.0	5
107	432.0	453.0	5
108	407.0	5.0	5
109	724.0	760.0	5
110	700.0	345.0	5
111	564.0	244.0	5
112	93.0	388.0	5
113	494.0	469.0	5
114	589.0	156.0	5
115	463.0	407.0	5
116	766.0	508.0	5
117	479.0	504.0	5
118	172.0	476.0	5
119	445.0	772.0	5
120	239.0	271.0	5
121	47.0	700.0	5
122	471.0	331.0	5
123	550.0	75.0	5
124	769.0	598.0	5
125	354.0	253.0	5
126	154.0	368.0	5
127	65.0	262.0	5
128	516.0	557.0	5
129	473.0	525.0	5
130	95.0	127.0	5
131	484.0	230.0	5
132	480.0	766.0	5
133	148.0	770.0	5
134	379.0	175.0	5
135	331.0	264.0	5
136	333.0	231.0	5
137	138.0	526.0	5
138	99.0	557.0	5
139	510.0	371.0	5
140	635.0	761.0	5
141	108.0	167.0	5
142	10.0	755.0	5
143	26.0	747.0	5
144	32.0	728.0	5
145	682.0	464.0	5
146	660.0	106.0	5
147	633.0	776.0	5
148	777.0	399.0	5
149	193.0	153.0	5
150	585.0	330.0	5
151	350.0	600.0	5
152	304.0	212.0	5
153	545.0	773.0	5
154	89.0	658.0	5
155	97.0	558.0	5
156	598.0	214.0	5
157	105.0	34.0	5
158	607.0	284.0	5
159	99.0	465.0	5
160	165.0	263.0	5
161	601.0	420.0	5
162	332.0	455.0	5
163	432.0	628.0	5
164	253.0	378.0	5
165	442.0	270.0	5
166	785.0	419.0	5
167	31.0	29.0	5
168	97.0	159.0	5
169	472.0	412.0	5
170	96.0	488.0	5
171	524.0	255.0	5
172	289.0	547.0	5
173	131.0	137.0	5
174	8.0	145.0	5
175	448.0	642.0	5
176	4.0	125.0	5
177	794.0	338.0	5
178	755.0	226.0	5
179	344.0	461.0	5
180	21.0	605.0	5
181	423.0	644.0	5
182	288.0	582.0	5
183	532.0	465.0	5
184	729.0	683.0	5
185	471.0	774.0	5
186	284.0	718.0	5
187	284.0	366.0	5
188	113.0	210.0	5
189	131.0	770.0	5
190	515.0	96.0	5
191	75.0	17.0	5
192	767.0	43.0	5
193	359.0	359.0	5
194	126.0	577.0	5
195	450.0	475.0	5
196	104.0	531.0	5
197	464.0	641.0	5
198	16.0	782.0	5
199	136.0	72.0	5
200	594.0	695.0	5
201	17.0	121.0	5
202	417.0	90.0	5
203	714.0	56.0	5
204	248.0	736.0	5
